id,category_name,activity_title,activity_id,longitude,latitude,date,image,comment,gender,age_range,disability,puntuacion
270,Calidad medioambiental,Punto de recolección de basura y reciclaje (POTENCIAL) ⭐️⭐️,17,-101.68106131526878,21.099074708569034,2023-12-08 01:09:41.208169+00:00,,,MUJER,26_35,NINGUNA,
241,Calidad medioambiental,Punto de recolección de basura y reciclaje (POTENCIAL) ⭐️⭐️,17,-101.67943550000096,21.098325676173225,2023-12-08 01:07:14.966608+00:00,,,MUJER,46_55,NINGUNA,
303,Calidad medioambiental,Punto público de agua potable,22,-101.68214232362914,21.099543474773817,2023-12-08 01:10:47.170759+00:00,,,HOMBRE,18_25,NINGUNA,92.0
252,Calidad medioambiental,Punto público de agua potable,22,-101.68203008357813,21.09930861925045,2023-12-08 01:08:20.031062+00:00,,,MUJER,46_55,NINGUNA,89.0
245,Calidad medioambiental,Punto público de agua potable,22,-101.68253093832357,21.096846584067805,2023-12-08 01:08:05.668582+00:00,,,MUJER,46_55,NINGUNA,92.0
244,Calidad medioambiental,Punto público de agua potable,22,-101.68253093832357,21.096846584067805,2023-12-08 01:08:05.668500+00:00,,,MUJER,46_55,NINGUNA,100.0
236,Calidad medioambiental,Punto público de agua potable,22,-101.68132040000052,21.09902837615887,2023-12-08 01:07:14.966111+00:00,,,MUJER,46_55,NINGUNA,92.0
335,Calidad medioambiental,Puntos de acumulación de basura,18,-101.68107829999356,21.099086941507977,2023-12-08 01:15:12.808494+00:00,images/40082059-1720-4c6e-b0a1-b282ec43766b.jpg,,MUJER,26_35,NINGUNA,300.0
330,Calidad medioambiental,Puntos de acumulación de basura,18,-101.68151480372134,21.09915215089653,2023-12-08 01:15:12.808158+00:00,,,MUJER,26_35,NINGUNA,20.0
307,Calidad medioambiental,Puntos de acumulación de basura,18,-101.68647029998776,21.100989395707025,2023-12-08 01:10:47.171046+00:00,,,HOMBRE,18_25,NINGUNA,0.0
304,Calidad medioambiental,Puntos de acumulación de basura,18,-101.6815604300974,21.099660013922417,2023-12-08 01:10:47.170852+00:00,,,HOMBRE,18_25,NINGUNA,7.0
269,Calidad medioambiental,Puntos de acumulación de basura,18,-101.6810639807012,21.09910147846225,2023-12-08 01:09:41.208033+00:00,images/be06040d-5453-400d-8f02-2df29e024ea0.jpg,,MUJER,26_35,NINGUNA,20.0
268,Calidad medioambiental,Puntos de acumulación de basura,18,-101.6810639807012,21.09910147846225,2023-12-08 01:09:41.207921+00:00,images/d24cb2cc-4325-44c2-8e25-4249c4f068f4.jpg,,MUJER,26_35,NINGUNA,33.0
234,Calidad medioambiental,Puntos de acumulación de basura,18,-101.68150155989797,21.099658134877156,2023-12-08 01:07:09.370790+00:00,,,MUJER,26_35,NINGUNA,41.0
229,Calidad medioambiental,Puntos de acumulación de basura,18,-101.67980253075078,21.097740163478782,2023-12-08 01:07:09.370389+00:00,,,MUJER,26_35,NINGUNA,41.0
228,Calidad medioambiental,Puntos de acumulación de basura,18,-101.68090254289405,21.100584149879477,2023-12-08 01:07:09.370289+00:00,,,MUJER,26_35,NINGUNA,16.0
226,Calidad medioambiental,Puntos de acumulación de basura,18,-101.68112316733686,21.09829541478833,2023-12-08 01:07:09.370075+00:00,,,MUJER,26_35,NINGUNA,33.0
221,Calidad medioambiental,Puntos de acumulación de basura,18,-101.6812146631802,21.09966003241903,2023-12-08 01:02:28.253310+00:00,,,MUJER,56_65,NINGUNA,50.0
216,Calidad medioambiental,Puntos de acumulación de basura,18,-101.67980121898871,21.097792328131906,2023-12-08 01:02:28.252733+00:00,,,MUJER,56_65,NINGUNA,50.0
214,Calidad medioambiental,Puntos de acumulación de basura,18,-101.68104556219842,21.09853169535237,2023-12-08 01:02:28.252567+00:00,,,MUJER,56_65,NINGUNA,33.0
334,Entorno urbano,Banquetas y caminos,11,-101.68107829999876,21.0990869414979,2023-12-08 01:15:12.808428+00:00,images/c8aa5267-b760-40bc-8e03-48cafaf5cf3e.jpg,es inseguro caminar por los carros estacionados ,MUJER,26_35,NINGUNA,300.0
328,Entorno urbano,Banquetas y caminos,11,-101.68152523090312,21.09969194104837,2023-12-08 01:12:43.300460+00:00,,,HOMBRE,26_35,NINGUNA,25.0
327,Entorno urbano,Banquetas y caminos,11,-101.67896413089758,21.098495641077243,2023-12-08 01:12:43.300328+00:00,,,HOMBRE,26_35,NINGUNA,30.0
326,Entorno urbano,Banquetas y caminos,11,-101.67996959725652,21.100361714803697,2023-12-08 01:12:26.561514+00:00,,,HOMBRE,26_35,NINGUNA,30.0
322,Entorno urbano,Banquetas y caminos,11,-101.681746074268,21.098136803502022,2023-12-08 01:12:26.561263+00:00,,,HOMBRE,26_35,NINGUNA,30.0
320,Entorno urbano,Banquetas y caminos,11,-101.68206235133728,21.098705755116303,2023-12-08 01:12:26.561060+00:00,,,HOMBRE,26_35,NINGUNA,23.0
318,Entorno urbano,Banquetas y caminos,11,-101.6812797460718,21.09809768798997,2023-12-08 01:12:26.560883+00:00,,,HOMBRE,26_35,NINGUNA,36.0
317,Entorno urbano,Banquetas y caminos,11,-101.68219652452244,21.099880336913955,2023-12-08 01:12:26.560781+00:00,,,HOMBRE,26_35,NINGUNA,25.0
310,Entorno urbano,Banquetas y caminos,11,-101.6819286218964,21.101325412522648,2023-12-08 01:12:26.560056+00:00,,,HOMBRE,26_35,NINGUNA,28.0
298,Entorno urbano,Banquetas y caminos,11,-101.682239530899,21.098397046915775,2023-12-08 01:10:19.725830+00:00,images/59d73306-bd38-4630-b066-0f991f577c3f.jpg,,MUJER,26_35,NINGUNA,0.0
297,Entorno urbano,Banquetas y caminos,11,-101.682239530899,21.098397046915775,2023-12-08 01:10:19.725761+00:00,images/c1b744aa-0407-4711-9286-b277ab729259.jpg,,MUJER,26_35,NINGUNA,0.0
295,Entorno urbano,Banquetas y caminos,11,-101.682239530899,21.098397046915775,2023-12-08 01:10:19.725606+00:00,images/d00fec45-8789-49c4-815f-e4ed5064ee55.jpg,,MUJER,26_35,NINGUNA,0.0
294,Entorno urbano,Banquetas y caminos,11,-101.682239530899,21.098397046915775,2023-12-08 01:10:19.725538+00:00,images/2e08fb43-be9a-40f4-b1e6-69b31ce033ef.jpg,,MUJER,26_35,NINGUNA,0.0
293,Entorno urbano,Banquetas y caminos,11,-101.682239530899,21.098397046915775,2023-12-08 01:10:19.725439+00:00,images/c70b0f40-1291-44f7-8711-fde03bfb3a21.jpg,,MUJER,26_35,NINGUNA,8.0
292,Entorno urbano,Banquetas y caminos,11,-101.682239530899,21.098397046915775,2023-12-08 01:10:19.725367+00:00,images/a11349e3-aed7-4dde-803e-a12b13731f8e.jpg,,MUJER,26_35,NINGUNA,0.0
290,Entorno urbano,Banquetas y caminos,11,-101.682239530899,21.098397046915775,2023-12-08 01:10:19.725202+00:00,images/f3c02ba5-66e0-4c22-a57b-b58aea409b53.jpg,,MUJER,26_35,NINGUNA,16.0
288,Entorno urbano,Banquetas y caminos,11,-101.682239530899,21.098397046915775,2023-12-08 01:10:19.725005+00:00,images/56b762da-172f-4fd7-9469-21e7a104937e.jpg,,MUJER,26_35,NINGUNA,33.0
287,Entorno urbano,Banquetas y caminos,11,-101.682239530899,21.098397046915775,2023-12-08 01:10:19.724928+00:00,images/65eb619b-2fea-43c9-82ad-7d25c41d9d18.jpg,,MUJER,26_35,NINGUNA,0.0
285,Entorno urbano,Banquetas y caminos,11,-101.682239530899,21.098397046915775,2023-12-08 01:10:19.724785+00:00,images/7940d7d8-de06-4ad0-b741-434793644943.jpg,,MUJER,26_35,NINGUNA,300.0
284,Entorno urbano,Banquetas y caminos,11,-101.682239530899,21.098397046915775,2023-12-08 01:10:19.724723+00:00,images/c88b1927-619b-4e21-b83f-9a2eaa24dc17.jpg,,MUJER,26_35,NINGUNA,16.0
283,Entorno urbano,Banquetas y caminos,11,-101.682239530899,21.098397046915775,2023-12-08 01:10:19.724659+00:00,images/b673957b-c5a8-4ded-9ad0-eb594e55cdbd.jpg,,MUJER,26_35,NINGUNA,21.0
282,Entorno urbano,Banquetas y caminos,11,-101.682239530899,21.098397046915775,2023-12-08 01:10:19.724596+00:00,images/cc6dfbaf-09fd-45a4-bee2-a7373464e8ef.jpg,,MUJER,26_35,NINGUNA,33.0
266,Entorno urbano,Banquetas y caminos,11,-101.68363140000602,21.1010441131807,2023-12-08 01:09:09.315677+00:00,images/025dfba9-e55e-4074-928d-1974e4f674b4.jpg,,MUJER,56_65,NINGUNA,0.0
265,Entorno urbano,Banquetas y caminos,11,-101.68329329999833,21.10073271318072,2023-12-08 01:09:09.315610+00:00,images/d5962cec-ce00-42ea-b467-3458a1da07f5.jpg,,MUJER,56_65,NINGUNA,0.0
264,Entorno urbano,Banquetas y caminos,11,-101.68273620000708,21.100047313202204,2023-12-08 01:09:09.315540+00:00,images/9246e1da-811b-4682-87f5-c78c91aa8ee3.jpg,,MUJER,56_65,NINGUNA,0.0
263,Entorno urbano,Banquetas y caminos,11,-101.68148849999812,21.099367613196947,2023-12-08 01:09:09.315469+00:00,images/4d531c6e-9093-4606-b957-d4e2b6a64b17.jpg,,MUJER,56_65,NINGUNA,20.0
260,Entorno urbano,Banquetas y caminos,11,-101.68368009999791,21.100349875288508,2023-12-08 01:08:55.262100+00:00,images/c457fd03-2b80-4b26-b7ab-56a9a715c7ab.jpg,,MUJER,36_45,NINGUNA,50.0
259,Entorno urbano,Banquetas y caminos,11,-101.68338379999062,21.10020577527358,2023-12-08 01:08:55.262034+00:00,images/c8aac787-a306-486e-b5ba-7baa94d901a7.jpg,,MUJER,36_45,NINGUNA,11.0
258,Entorno urbano,Banquetas y caminos,11,-101.68152039999896,21.09955587529325,2023-12-08 01:08:55.261946+00:00,images/d80e5660-c8c9-4165-b412-51d49836c749.jpg,,MUJER,36_45,NINGUNA,22.0
346,Entorno urbano,Banquetas y cruces peatonales (POTENCIALES) ⭐️⭐️,13,-101.68532880000495,21.09826287239985,2023-12-08 01:37:56.872729+00:00,,,HOMBRE,36_45,NINGUNA,
325,Entorno urbano,Banquetas y cruces peatonales (POTENCIALES) ⭐️⭐️,13,-101.67950903942122,21.101038681708808,2023-12-08 01:12:26.561451+00:00,,,HOMBRE,26_35,NINGUNA,
324,Entorno urbano,Banquetas y cruces peatonales (POTENCIALES) ⭐️⭐️,13,-101.67953236081276,21.10087484006805,2023-12-08 01:12:26.561389+00:00,,,HOMBRE,26_35,NINGUNA,
316,Entorno urbano,Banquetas y cruces peatonales (POTENCIALES) ⭐️⭐️,13,-101.681632250877,21.10124315001311,2023-12-08 01:12:26.560657+00:00,,,HOMBRE,26_35,NINGUNA,
315,Entorno urbano,Banquetas y cruces peatonales (POTENCIALES) ⭐️⭐️,13,-101.6816987897932,21.101270760628463,2023-12-08 01:12:26.560509+00:00,,,HOMBRE,26_35,NINGUNA,
314,Entorno urbano,Banquetas y cruces peatonales (POTENCIALES) ⭐️⭐️,13,-101.6816808348634,21.10139500986174,2023-12-08 01:12:26.560446+00:00,,,HOMBRE,26_35,NINGUNA,
313,Entorno urbano,Banquetas y cruces peatonales (POTENCIALES) ⭐️⭐️,13,-101.68157560488063,21.10136335316677,2023-12-08 01:12:26.560379+00:00,,,HOMBRE,26_35,NINGUNA,
311,Entorno urbano,Banquetas y cruces peatonales (POTENCIALES) ⭐️⭐️,13,-101.68198843262508,21.09985395396272,2023-12-08 01:12:26.560173+00:00,,,HOMBRE,26_35,NINGUNA,
