id,category_name,activity_title,activity_id,longitude,latitude,date,image,comment,gender,age_range,disability,dim_enturb_6a,dim_enturb_6b,dim_enturb_6c,dim_enturb_9a,dim_enturb_9b,dim_enturb_9c,dim_enturb_9d,dim_enturb_9e,dim_enturb_9f,dim_enturb_9g,dim_enturb_9h,dim_enturb_9i,dim_enturb_9o,dim_enturb_9j,dim_enturb_9k,dim_enturb_9l,dim_enturb_9m,dim_enturb_9n,Otro,Otro,dim_enturb_11c,dim_enturb_11a,dim_enturb_11b,dim_enturb_12a,dim_enturb_12b,dim_enturb_12c,dim_enturb_12d,dim_enturb_12e,dim_enturb_12f,dim_enturb_12g,dim_enturb_12v,dim_enturb_12h,dim_enturb_12i,dim_enturb_12j,dim_enturb_12k,dim_enturb_12l,dim_enturb_12m,dim_enturb_12n,dim_enturb_12o,dim_enturb_12p,dim_enturb_12q,dim_enturb_12r,dim_enturb_12s,dim_medamb_15a,dim_medamb_15b,dim_medamb_15c,dim_medamb_16a,dim_medamb_16b,dim_medamb_16c,dim_medamb_16d,dim_medamb_16e,dim_medamb_16f,dim_medamb_16g,dim_medamb_16h,dim_medamb_18a,dim_medamb_18b,dim_medamb_18c,dim_medamb_18d,dim_medamb_18e,dim_medamb_18f,dim_medamb_18g,dim_medamb_18h,dim_medamb_18i,dim_medamb_18j,dim_medamb_19a,dim_medamb_19c,dim_medamb_19d,dim_medamb_19e,dim_medamb_19f,dim_medamb_19b,dim_medamb_21a,dim_medamb_21b,dim_medamb_21c,dim_medamb_21d,dim_medamb_21e,dim_medamb_21f,dim_medamb_21g,dim_medamb_21h,dim_medamb_21i,dim_medamb_21j,dim_medamb_21k,dim_biensoc_22a,dim_biensoc_22b,dim_biensoc_22c,dim_biensoc_22d,dim_biensoc_22e,dim_biensoc_22f,dim_biensoc_22g,dim_biensoc_25a,dim_biensoc_25b,dim_biensoc_25c,dim_biensoc_25d,dim_biensoc_25e,dim_biensoc_25f,dim_biensoc_25g,dim_biensoc_27a,dim_biensoc_27b,dim_biensoc_27c,dim_biensoc_27d,dim_biensoc_27e,dim_biensoc_27f,dim_biensoc_27g,dim_riesdes_29a,dim_riesdes_29b,dim_riesdes_29c,dim_riesdes_29d,dim_riesdes_29e,dim_riesdes_29f,dim_riesdes_29g,dim_riesdes_33a,dim_riesdes_33b
289,Entorno urbano,Ciclovías y biciestacionamientos (POTENCIALES) ⭐️⭐️,8,-101.68223953089901,21.098397046915778,2023-12-08 01:10:19.725105+00:00,images/f6aaf6d2-d073-4f8c-9cf1-6ef63d441357.jpg,,MUJER,26_35,NINGUNA,CICLOVIA,HAY_MUCHOS_CICLCISTAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Entorno urbano,Banquetas y caminos,11,-101.68223953089901,21.098397046915778,2023-12-08 01:10:19.725005+00:00,images/56b762da-172f-4fd7-9469-21e7a104937e.jpg,,MUJER,26_35,NINGUNA,,,,NO,MODERADO,MODERADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Entorno urbano,Banquetas y caminos,11,-101.68223953089901,21.098397046915778,2023-12-08 01:10:19.724928+00:00,images/65eb619b-2fea-43c9-82ad-7d25c41d9d18.jpg,,MUJER,26_35,NINGUNA,,,,NO,GRAVE,GRAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Entorno urbano,Ciclovías y biciestacionamientos (POTENCIALES) ⭐️⭐️,8,-101.68223953089901,21.098397046915778,2023-12-08 01:10:19.724847+00:00,images/65af3345-8cfd-4491-9c47-6284bc2f5e60.jpg,,MUJER,26_35,NINGUNA,CICLOVIA,HAY_MUCHOS_CICLCISTAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Entorno urbano,Banquetas y caminos,11,-101.68223953089901,21.098397046915778,2023-12-08 01:10:19.724785+00:00,images/7940d7d8-de06-4ad0-b741-434793644943.jpg,,MUJER,26_35,NINGUNA,,,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Entorno urbano,Banquetas y caminos,11,-101.68223953089901,21.098397046915778,2023-12-08 01:10:19.724723+00:00,images/c88b1927-619b-4e21-b83f-9a2eaa24dc17.jpg,,MUJER,26_35,NINGUNA,,,,NO,GRAVE,,GRAVE,GRAVE,LEVE,,,GRAVE,GRAVE,GRAVE,LEVE,,GRAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Entorno urbano,Banquetas y caminos,11,-101.68223953089901,21.098397046915778,2023-12-08 01:10:19.724659+00:00,images/b673957b-c5a8-4ded-9ad0-eb594e55cdbd.jpg,,MUJER,26_35,NINGUNA,,,,NO,GRAVE,LEVE,GRAVE,LEVE,,,,MODERADO,GRAVE,GRAVE,,,GRAVE,GRAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Entorno urbano,Banquetas y caminos,11,-101.68223953089901,21.098397046915778,2023-12-08 01:10:19.724596+00:00,images/cc6dfbaf-09fd-45a4-bee2-a7373464e8ef.jpg,,MUJER,26_35,NINGUNA,,,,SI,,,LEVE,,,,,LEVE,LEVE,GRAVE,,,MODERADO,GRAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Entorno urbano,Ciclovías y biciestacionamientos (POTENCIALES) ⭐️⭐️,8,-101.68223953089901,21.098397046915778,2023-12-08 01:10:19.724532+00:00,images/30d87e2e-4fda-4e40-8b2c-4ef7f68ee027.jpg,,MUJER,26_35,NINGUNA,CICLOVIA,HAY_MUCHOS_CICLCISTAS MEJORAR_SEGURIDAD FOMENTAR_USO_INFANTIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Entorno urbano,Banquetas y cruces peatonales (POTENCIALES) ⭐️⭐️,13,-101.675954873968,21.098795398624233,2023-12-08 01:10:19.724455+00:00,images/1b664778-33ca-413a-88ba-2d4955be41fa.jpg,,MUJER,26_35,NINGUNA,,,,,,,,,,,,,,,,,,,,,,CRUCE_PEATONAL,HAY_MUCHOS_PEATONES MEJORAR_SEGURIDAD FOMENTAR_SEGURIDAD_INFANTIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Entorno urbano,Espacios públicos y áreas verdes,14,-101.675954873968,21.098795398624233,2023-12-08 01:10:19.724337+00:00,images/5dc017f7-3641-48f1-bde0-f3a47e02c7f7.jpg,,MUJER,26_35,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,PARQUE,REGULAR,REGULAR,REGULAR,BUENO,REGULAR,REGULAR,REGULAR,BUENO,BUENO,MALO,MALO,REGULAR,BUENO,REGULAR,BUENO,REGULAR,REGULAR,NO_HAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Calidad medioambiental,Punto de recolección de basura y reciclaje (POTENCIAL) ⭐️⭐️,17,-101.68105205441151,21.099071001309063,2023-12-08 01:09:41.208864+00:00,,separación en el mercado ,MUJER,26_35,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTALAR_PUNTOS_RECICLAJE INSTALAR_PUNTOS_COMPOSTAJE ESPACIO_EDUCACION_AMBIENTAL INSTALAR_CONTENEDORES,CERCA_HOGARES ESPACIO_SUFICIENTE HAY_CAPACIDAD TERRENO_ADECUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Riesgo de desastres,Riesgo hidrometeorológico,31,-101.68105651012108,21.0990791915416,2023-12-08 01:09:41.208795+00:00,images/cb841dd0-d95c-44a4-9a60-347c3b4e8d12.jpg,,MUJER,26_35,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INUNDACION,2_5,GRAVE,MODERADO,NINGUNO,NINGUNO,NINGUNO,,
276,Riesgo de desastres,Espacios de contingencia frente a catástrofes,35,-101.68105651012108,21.0990791915416,2023-12-08 01:09:41.208696+00:00,images/6209ad90-a772-4638-b7e1-48103db5b925.jpg,se propone para espacio seguro,MUJER,26_35,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTRO,escuela 
275,Riesgo de desastres,Espacios de contingencia frente a catástrofes,35,-101.68106131526878,21.099074708569034,2023-12-08 01:09:41.208626+00:00,images/3bc8a542-54d6-4ea8-a6a1-dc82bd2e0afa.jpg,,MUJER,26_35,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUNTOS_SEGUROS,mercado 
274,Riesgo de desastres,Riesgo hidrometeorológico,31,-101.68106131526878,21.099074708569034,2023-12-08 01:09:41.208562+00:00,images/dbf0be4e-1547-4a33-8c93-bf352aa5934c.jpg,,MUJER,26_35,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INUNDACION,2_5,GRAVE,MODERADO,GRAVE,NINGUNO,LEVE,,
273,Riesgo de desastres,Riesgo hidrometeorológico,31,-101.68106131526878,21.099074708569034,2023-12-08 01:09:41.208495+00:00,images/7f936d59-e837-4910-bc26-9009477dff7f.jpg,,MUJER,26_35,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INUNDACION,2_5,GRAVE,MODERADO,NINGUNO,,LEVE,,
272,Calidad medioambiental,Contaminación del aire,20,-101.68106131526878,21.099074708569034,2023-12-08 01:09:41.208420+00:00,images/b9297c44-3d18-4e45-acca-b912d038de7b.jpg,,MUJER,26_35,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRAVE,MODERADO,MODERADO,LEVE,LEVE,LEVE,LEVE,GRAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Calidad medioambiental,Drenaje y alcantarillado,23,-101.68106131526878,21.099074708569034,2023-12-08 01:09:41.208294+00:00,images/39b95376-2362-4dbd-a5ec-5c4b7f664da7.jpg,,MUJER,26_35,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRENAJE,,NINGUNO,NINGUNO,LEVE,LEVE,LEVE,LEVE,LEVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Calidad medioambiental,Punto de recolección de basura y reciclaje (POTENCIAL) ⭐️⭐️,17,-101.68106131526878,21.099074708569034,2023-12-08 01:09:41.208169+00:00,,,MUJER,26_35,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTALAR_CONTENEDORES INSTALAR_BASUREROS INSTALAR_PUNTOS_RECICLAJE INSTALAR_PUNTOS_COMPOSTAJE ESPACIO_EDUCACION_AMBIENTAL COOPERATIVA_RECICLAJE,CERCA_HOGARES ESPACIO_SUFICIENTE HAY_CAPACIDAD TERRENO_ADECUADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Calidad medioambiental,Puntos de acumulación de basura,18,-101.6810639807012,21.099101478462252,2023-12-08 01:09:41.208033+00:00,images/be06040d-5453-400d-8f02-2df29e024ea0.jpg,,MUJER,26_35,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUMULACION_BASURA,GRAVE,GRAVE,LEVE,GRAVE,MODERADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Calidad medioambiental,Puntos de acumulación de basura,18,-101.6810639807012,21.099101478462252,2023-12-08 01:09:41.207921+00:00,images/d24cb2cc-4325-44c2-8e25-4249c4f068f4.jpg,,MUJER,26_35,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUMULACION_BASURA,GRAVE,GRAVE,LEVE,LEVE,MODERADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Entorno urbano,Espacios públicos y áreas verdes,14,-101.6810639807012,21.099101478462252,2023-12-08 01:09:41.207803+00:00,images/7db974f1-d17a-4393-a760-3f1350868ecf.jpg,,MUJER,26_35,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,CANCHA_DEPORTIVA,BUENO,REGULAR,REGULAR,BUENO,REGULAR,REGULAR,REGULAR,REGULAR,BUENO,NO_HAY,NO_HAY,BUENO,BUENO,BUENO,BUENO,REGULAR,REGULAR,MALO,en la cancha deberían mejorar la cancha de fútbol ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Entorno urbano,Banquetas y caminos,11,-101.68363140000602,21.1010441131807,2023-12-08 01:09:09.315677+00:00,images/025dfba9-e55e-4074-928d-1974e4f674b4.jpg,,MUJER,56_65,NINGUNA,,,,NO,,GRAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Entorno urbano,Banquetas y caminos,11,-101.68329329999833,21.10073271318072,2023-12-08 01:09:09.315610+00:00,images/d5962cec-ce00-42ea-b467-3458a1da07f5.jpg,,MUJER,56_65,NINGUNA,,,,NO,,,GRAVE,GRAVE,,GRAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Entorno urbano,Banquetas y caminos,11,-101.68273620000707,21.100047313202204,2023-12-08 01:09:09.315540+00:00,images/9246e1da-811b-4682-87f5-c78c91aa8ee3.jpg,,MUJER,56_65,NINGUNA,,,,NO,,,GRAVE,GRAVE,,GRAVE,,,,,,,,,,el árbol está afectando la banqueta ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Entorno urbano,Banquetas y caminos,11,-101.68148849999812,21.099367613196947,2023-12-08 01:09:09.315469+00:00,images/4d531c6e-9093-4606-b957-d4e2b6a64b17.jpg,,MUJER,56_65,NINGUNA,,,,NO,MODERADO,GRAVE,GRAVE,GRAVE,LEVE,GRAVE,LEVE,MODERADO,GRAVE,GRAVE,LEVE,GRAVE,GRAVE,GRAVE,,raizes d árbol sobresaliente ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Entorno urbano,Espacios públicos y áreas verdes,14,-101.68110340000224,21.0991482131927,2023-12-08 01:09:09.315380+00:00,,,MUJER,56_65,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,PARQUE,BUENO,BUENO,BUENO,BUENO,BUENO,NO_HAY,NO_HAY,REGULAR,BUENO,NO_HAY,NO_HAY,REGULAR,BUENO,REGULAR,REGULAR,NO_HAY,BUENO,REGULAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Entorno urbano,Banquetas y cruces peatonales (POTENCIALES) ⭐️⭐️,13,-101.6858903000086,21.100862375283,2023-12-08 01:08:55.262170+00:00,images/b546ef13-33b1-4ad1-843a-f9d717f34fef.jpg,esta muy angosta la banqueta ,MUJER,36_45,NINGUNA,,,,,,,,,,,,,,,,,,,,,,BANQUETA,FOMENTAR_SEGURIDAD_INFANTIL MEJORAR_APARIENCIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Entorno urbano,Banquetas y caminos,11,-101.68368009999793,21.100349875288508,2023-12-08 01:08:55.262100+00:00,images/c457fd03-2b80-4b26-b7ab-56a9a715c7ab.jpg,,MUJER,36_45,NINGUNA,,,,NO,LEVE,LEVE,GRAVE,GRAVE,LEVE,LEVE,MODERADO,LEVE,LEVE,LEVE,LEVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Entorno urbano,Banquetas y caminos,11,-101.68338379999062,21.10020577527358,2023-12-08 01:08:55.262034+00:00,images/c8aac787-a306-486e-b5ba-7baa94d901a7.jpg,,MUJER,36_45,NINGUNA,,,,NO,GRAVE,MODERADO,,GRAVE,,,,,,,,,,,,cruce peatonal peligroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Entorno urbano,Banquetas y caminos,11,-101.68152039999897,21.099555875293255,2023-12-08 01:08:55.261946+00:00,images/d80e5660-c8c9-4165-b412-51d49836c749.jpg,,MUJER,36_45,NINGUNA,,,,NO,MODERADO,GRAVE,GRAVE,GRAVE,LEVE,GRAVE,LEVE,MODERADO,GRAVE,GRAVE,LEVE,,GRAVE,GRAVE,,raíces de árbol sobresaliente ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Entorno urbano,Espacios públicos y áreas verdes,14,-101.68099330000963,21.099166575306434,2023-12-08 01:08:55.261853+00:00,images/5a551d23-9767-4518-9ddb-bad75f62a1dd.jpg,,MUJER,36_45,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,PARQUE,BUENO,BUENO,BUENO,BUENO,REGULAR,BUENO,BUENO,BUENO,BUENO,NO_HAY,NO_HAY,BUENO,BUENO,BUENO,BUENO,REGULAR,BUENO,BUENO,solo faltan baños y el bebedero no funciona ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Bienestar Socioeconómico,Actividades culturales,27,-101.68474069999434,21.101330321999733,2023-12-08 01:08:20.031332+00:00,images/5d0bc348-1f46-4fad-98e8-5ac04e9f5254.jpg,,MUJER,46_55,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FECHAS_ESPECIALES,,BUENO,BUENO,BUENO,BUENO,REGULAR,,,,,,,,,,,,,,,,
255,Entorno urbano,Espacios públicos y áreas verdes,14,-101.68473130000336,21.101175722012194,2023-12-08 01:08:20.031264+00:00,images/774077ea-921f-4051-8a05-8f41c0789f3f.jpg,,MUJER,46_55,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,PLAZA,REGULAR,MALO,BUENO,BUENO,BUENO,REGULAR,REGULAR,MALO,BUENO,NO_HAY,NO_HAY,BUENO,,BUENO,,NO_HAY,MALO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Bienestar Socioeconómico,Actividades de comercio local,26,-101.6832226000167,21.10069192202704,2023-12-08 01:08:20.031198+00:00,images/05c897c3-9a80-45a0-a965-ebd643c78614.jpg,,MUJER,46_55,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUESTO_CALLEJERO,,REGULAR,REGULAR,BUENO,REGULAR,,,,,,,,,,,,,,,,,,,,,,,,
253,Bienestar Socioeconómico,Actividades de comercio local,26,-101.68329710000123,21.10016210934989,2023-12-08 01:08:20.031129+00:00,images/2832c46a-fb65-4944-9a22-ed6d87b5e8a8.jpg,venta de alimentos en fin de semana,MUJER,46_55,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUESTO_CALLEJERO,,BUENO,BUENO,BUENO,BUENO,BUENO,,,,,,,,,,,,,,,,,,,,,,,
252,Calidad medioambiental,Punto público de agua potable,22,-101.68203008357813,21.09930861925045,2023-12-08 01:08:20.031062+00:00,,,MUJER,46_55,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUNTO_RECARGA,BUENO,REGULAR,,BUENO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Bienestar Socioeconómico,Actividades de comercio local,26,-101.68190370000444,21.09981642207005,2023-12-08 01:08:20.030992+00:00,images/041ffbc5-2499-4252-b03d-6e506743c5ba.jpg,,MUJER,46_55,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUESTO_CALLEJERO,,REGULAR,REGULAR,BUENO,REGULAR,REGULAR,,,,,,,,,,,,,,,,,,,,,,,
250,Entorno urbano,Espacios públicos y áreas verdes,14,-101.68114469161381,21.098897279772963,2023-12-08 01:08:20.030907+00:00,,instalación  de baño,MUJER,46_55,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,PARQUE,BUENO,BUENO,BUENO,BUENO,REGULAR,BUENO,BUENO,BUENO,BUENO,NO_HAY,NO_HAY,BUENO,BUENO,BUENO,BUENO,REGULAR,BUENO,,no hay baño y agua para consumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Bienestar Socioeconómico,Actividades culturales,27,-101.6816518692024,21.09423392913093,2023-12-08 01:08:05.668887+00:00,,,MUJER,46_55,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FECHAS_ESPECIALES,,BUENO,BUENO,REGULAR,BUENO,BUENO,,,,,,,,,,,,,,,,
248,Bienestar Socioeconómico,Actividades de comercio local,26,-101.68100095687703,21.094841547079042,2023-12-08 01:08:05.668819+00:00,images/b992a77d-f33d-4a2e-b47a-6a51080d154c.jpg,,MUJER,46_55,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUESTO_CALLEJERO,,BUENO,BUENO,REGULAR,BUENO,BUENO,,,,,,,,,,,,,,,,,,,,,,,
247,Bienestar Socioeconómico,Actividades deportivas,29,-101.68100095687703,21.094841547079042,2023-12-08 01:08:05.668752+00:00,,,MUJER,46_55,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVENTO_DEPORTIVO,,BUENO,BUENO,BUENO,REGULAR,BUENO,,,,,,,,,
246,Bienestar Socioeconómico,Actividades de comercio local,26,-101.68379953090928,21.09763714113455,2023-12-08 01:08:05.668666+00:00,images/392e4204-5c4e-4f85-88fe-89c679207ec2.jpg,,MUJER,46_55,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERCADO_BAZAR,,BUENO,BUENO,BUENO,BUENO,BUENO,,,,,,,,,,,,,,,,,,,,,,,
245,Calidad medioambiental,Punto público de agua potable,22,-101.68253093832357,21.096846584067805,2023-12-08 01:08:05.668582+00:00,,,MUJER,46_55,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUNTO_RECARGA,BUENO,BUENO,REGULAR,BUENO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Calidad medioambiental,Punto público de agua potable,22,-101.68253093832357,21.096846584067805,2023-12-08 01:08:05.668500+00:00,,,MUJER,46_55,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUNTO_RECARGA,BUENO,BUENO,BUENO,BUENO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Entorno urbano,Espacios públicos y áreas verdes,14,-101.68113093091281,21.099101441078673,2023-12-08 01:08:05.668413+00:00,images/377f1377-ed40-4ecf-b9a5-3b49e92b4439.jpg,,MUJER,46_55,NINGUNA,,,,,,,,,,,,,,,,,,,,,,,,PARQUE,REGULAR,REGULAR,REGULAR,BUENO,BUENO,REGULAR,REGULAR,MALO,BUENO,NO_HAY,NO_HAY,BUENO,REGULAR,REGULAR,REGULAR,NO_HAY,BUENO,NO_HAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
